N,P,K,temperature,humidity,ph,rainfall,label
99,19,33,27.5364547,55.51673151,6.27374198,130.6377143,coffee
99,23,31,29.13368836,53.62829226,7.15101175,165.43407092,coffee
99,24,35,25.51091405,52.00288176,6.59710443,110.02967068,coffee
99,35,23,26.72605527,53.24484979,6.73848583,157.87954123,coffee
99,35,30,28.97510088,53.43860835,6.70145387,136.60160309,coffee
99,36,29,25.50669248,49.68849195,6.33533975,132.83970824,coffee
99,36,30,26.75651242,54.15283765,7.0934749,167.67478744,coffee
99,40,32,24.18471151,69.94807345,7.04554306,163.2708732,coffee
100,22,33,25.41904659,69.57875529,7.21026671,201.42991703,coffee
100,24,28,25.59535262,57.72920846,7.10166101,195.7733251,coffee
100,32,26,25.234661,57.53161469,6.04348568,124.2261737,coffee
100,32,27,24.0478683,58.07399041,6.15741179,148.25183231,coffee
100,37,30,25.60680088,55.059399,6.86322837,78.75701866,coffee
100,40,35,27.56441788,54.41094079,6.95578735,177.816092,coffee
101,16,33,22.87543615,59.46582607,6.47994255,150.59550455,coffee
101,16,34,22.73043791,55.97345918,7.1815459,189.7144806,coffee
101,17,26,21.99810655,66.14613196,6.66201414,158.65703735,coffee
101,17,31,27.04497536,66.72100311,6.02413827,171.45655798,coffee
101,18,30,28.8599846,68.27417414,6.87080688,125.49196474,coffee
101,22,29,27.4116648,55.76469988,6.71840413,140.76622406,coffee
101,23,26,23.88860169,54.4845223,7.51454778,174.84057181,coffee
101,23,27,24.26954745,55.00466891,7.5261178,189.04722207,coffee
101,26,22,24.7814132,61.96974123,6.05736612,197.257478,coffee
101,26,30,26.67107655,58.61958105,6.87602387,175.45092998,coffee
101,27,29,28.539481,56.22554868,6.58041086,127.04438347,coffee
101,30,29,28.47999354,55.4278131,7.6360372,117.31420498,coffee
101,30,34,23.5369,65.66134258,5.96716258,141.33410979,coffee
101,31,26,26.70897548,69.71184111,6.86123518,158.8608887,coffee
101,33,33,26.97251562,62.0183627,6.90867138,142.8610793,coffee
102,15,37,23.60618698,65.45824723,6.37302536,182.2786269,coffee
102,18,32,27.59235753,53.89595253,7.02692341,168.24488316,coffee
102,31,29,25.64795642,69.25135671,7.147343,131.79127008,coffee
102,33,23,28.51335359,72.4305651,6.55957229,183.49825376,coffee
102,33,29,26.95548406,57.60272534,6.48335114,202.88717319,coffee
102,33,30,27.42387812,64.13235296,6.96540988,192.12657291,coffee
102,35,29,23.48550533,53.20232632,5.90872337,101.86487742,coffee
102,35,29,26.43522795,65.34274364,7.29967192,169.14098853,coffee
102,36,23,28.81069378,49.31925416,7.17881306,137.48023409,coffee
102,43,25,28.77910309,58.54743857,5.92463057,128.06133695,coffee
103,18,30,22.0782675,68.68505753,6.72059562,219.81971256,coffee
103,20,33,24.02098734,73.39365263,6.73396953,164.29513712,coffee
103,23,34,22.82942133,60.80389174,6.19725541,104.79438584,coffee
103,27,31,27.15998538,51.59100753,6.69154123,126.1752206,coffee
103,29,31,28.50616414,63.35559279,6.55659309,215.24683052,coffee
103,31,27,25.58402403,50.21992331,7.07101217,161.67701792,coffee
103,33,25,27.10210397,55.7497332,6.91106604,139.5013171,coffee
103,33,26,26.47860497,54.07683653,7.28990906,96.77310226,coffee
103,33,33,26.71717393,50.50148528,7.13143586,126.8073984,coffee
103,36,29,27.41563643,54.35293189,7.59619489,149.61690114,coffee
103,37,30,29.3648383,52.26097597,7.12596996,166.32696935,coffee
103,38,33,26.83134663,52.68737692,6.95832116,153.58247271,coffee
103,40,30,27.30901814,55.196224,6.34831626,141.4831644,coffee
103,43,27,26.59969192,51.33283316,6.54159232,173.19116322,coffee
103,44,31,25.59871456,52.17956392,5.86996461,118.52993339,coffee
104,15,35,23.87299305,63.44693488,6.42179747,165.944156,coffee
104,16,36,24.89070961,61.60145685,7.59321092,150.48244281,coffee
104,18,30,23.60301571,60.39647474,6.77983261,140.9370415,coffee
104,20,26,27.22783677,52.95261751,7.49319197,175.7260273,coffee
104,22,25,26.87375762,54.79115672,6.74569128,114.9845217,coffee
104,24,36,24.49888815,54.61847549,7.31584956,202.16486201,coffee
104,26,30,24.40726724,62.65692638,6.41099283,148.6977358,coffee
104,28,21,25.99235861,55.9671757,6.47898373,131.04892031,coffee
104,30,30,25.02495819,51.76935652,6.87085004,123.08752105,coffee
104,31,27,28.96061763,55.6943883,6.75614723,111.29653646,coffee
104,32,24,26.38186899,58.7062549,6.80748986,98.41017096,coffee
104,35,26,25.33751061,60.0299164,6.809683,134.70405685,coffee
104,35,28,27.51006055,50.66687215,6.98373239,143.9955548,coffee
104,35,28,28.06901066,52.73470845,6.88688948,142.61854288,coffee
104,36,30,26.71074801,54.00289556,6.93428886,161.00127034,coffee
104,39,20,24.95475671,65.98069914,6.55702549,156.43844695,coffee
104,40,31,23.61482385,65.77777948,6.84869251,142.04370436,coffee
105,14,27,22.22828685,62.18372479,6.65806017,172.24240357,coffee
105,18,35,23.52648086,68.44030686,6.74341712,171.8839938,coffee
105,27,34,22.63420712,63.93690869,6.00238451,131.54541512,coffee
105,30,27,25.6713124,51.41346715,6.64926969,157.2385202,coffee
105,30,28,24.72396317,46.56868658,7.30662659,170.6367873,coffee
105,32,23,25.57686002,73.21234285,6.44116455,131.03560034,coffee
105,34,32,28.45951347,66.14444137,7.16565537,225.994251,coffee
105,34,32,25.22921554,59.12662967,7.11488232,182.99256514,coffee
105,35,23,23.70253887,65.8070784,6.60590115,203.82750078,coffee
105,39,26,28.57022016,54.28225399,6.7237218,174.6679413,coffee
105,43,33,24.86588822,64.23089123,6.91441636,95.2569871,coffee
106,19,31,24.38344234,59.60391863,7.21868092,181.10434827,coffee
106,21,35,25.627355,57.04151119,7.42852363,188.5506536,coffee
106,23,24,27.14517839,66.1501566,6.70030131,191.60735273,coffee
106,23,27,26.05286114,62.36849315,7.01484391,240.01682055,coffee
106,24,29,25.54797785,55.61719757,5.88218821,151.8379876,coffee
106,26,24,23.541854,66.05607444,6.90691759,189.53450372,coffee
106,27,34,25.03211587,62.98653555,6.00723435,137.47100479,coffee
106,29,23,23.12339924,55.65238957,6.91384276,188.34445042,coffee
106,30,25,27.80581029,67.64329527,7.02600209,197.3358196,coffee
106,30,26,24.43655218,52.11709362,6.78417918,198.72669056,coffee
106,30,33,25.24828158,67.30717401,7.76222563,102.50433406,coffee
106,32,31,21.93710236,61.58966445,6.97862584,227.1113976,coffee
106,32,35,24.64605626,56.04991819,7.09981112,177.68011023,coffee
106,34,23,24.82432114,56.97998414,7.09584296,121.80255567,coffee
106,37,29,21.82222604,65.7016886,6.95075935,99.55876507,coffee
106,38,25,24.6513252,56.13883911,7.32077788,183.58143344,coffee
106,40,30,23.42611644,64.10651528,6.77998438,122.6847408,coffee
107,17,35,24.29098616,58.02997835,6.99508565,154.04104372,coffee
107,20,32,26.87048765,57.4953207,6.30241413,177.47967539,coffee
107,21,26,26.45288458,55.32222678,7.23507026,144.6861336,coffee
107,23,26,27.91661786,66.70074439,6.49788152,208.84889551,coffee
107,28,21,25.63315084,56.25628488,6.53581237,162.02647309,coffee
107,31,31,23.17124551,52.97841162,6.76618447,153.1201644,coffee
107,32,23,23.13531295,49.73181687,7.05882707,131.64354876,coffee
107,34,32,26.77463708,66.4132686,6.78006386,177.7745075,coffee
107,34,32,21.94280791,54.13882714,6.72869473,166.07434869,coffee
107,37,29,26.63307125,58.9486484,6.57532777,126.6003642,coffee
107,38,29,26.65069302,57.56695719,6.35118177,145.105065,coffee
108,13,35,22.12286085,69.04671928,7.18535266,151.05807588,coffee
108,15,25,22.95517081,58.10536569,7.08241961,101.53943603,coffee
108,18,33,26.20636195,65.1063829,7.22718495,154.37517403,coffee
108,24,31,24.12832546,56.18107663,6.43189975,147.2757818,coffee
108,27,37,24.23757531,73.82436974,6.35015449,132.33267061,coffee
108,28,28,24.73695713,53.15419644,7.42603829,117.68377051,coffee
108,30,29,26.21709353,62.05486715,6.4758403,178.79638773,coffee
108,33,31,23.69287069,66.76090123,7.3938257,144.6576424,coffee
108,34,30,25.75270579,55.25116685,6.90143154,104.53628745,coffee
108,35,25,23.98143338,61.10935084,6.97196317,161.5279095,coffee
108,36,25,22.86328637,65.46680645,6.49675621,95.97412997,coffee
109,17,27,26.80424561,62.33936603,7.0398671,159.20848966,coffee
109,23,25,25.11711046,68.48030408,7.00733163,194.8773479,coffee
109,24,22,26.03116682,64.60117296,7.14427867,153.12673019,coffee
109,27,34,22.19366551,48.33096306,6.40959243,116.54931674,coffee
109,28,32,21.88913069,52.59477675,6.20201672,145.22185968,coffee
109,29,28,23.26316991,60.5160021,6.7246885,194.1755471,coffee
109,29,36,25.00793424,65.74321108,6.66854381,187.85827685,coffee
109,30,23,23.77923745,55.83356537,7.51603813,167.93094845,coffee
109,31,27,23.05951896,50.40609436,6.97383971,164.4971875,coffee
109,31,27,28.0989494,64.6340597,6.70692671,234.82354138,coffee
109,33,26,26.40591549,61.25332845,6.36165854,165.07030647,coffee
110,16,39,27.31955562,59.29569241,7.56323296,173.0845509,coffee
110,22,32,24.13590799,57.35431914,6.19466119,169.83034455,coffee
110,28,28,24.97995494,59.10028759,6.11964702,212.02561421,coffee
110,29,31,25.41890545,66.98214478,7.63421249,161.0067617,coffee
110,30,32,25.92322991,67.595382,6.62365276,194.96111226,coffee
110,38,31,25.53517013,66.70071042,6.54630824,174.67936959,coffee
110,40,25,27.25632058,61.4715117,6.87315737,104.05710066,coffee
111,14,24,27.20448506,58.37682313,6.47572369,197.73818809,coffee
111,16,25,28.02665078,53.13840587,7.31463112,163.10640618,coffee
111,21,26,26.01818233,69.03469314,6.81067161,169.77018396,coffee
111,21,28,24.9382344,59.77411822,6.71427229,111.60017533,coffee
111,22,26,25.84540161,58.34541897,7.77129604,228.66224817,coffee
111,23,33,27.29930663,59.44850735,7.15346317,175.14003494,coffee
111,23,34,26.6421689,59.98168299,7.34198015,183.23274543,coffee
111,27,31,23.59302313,55.27564977,6.04333095,191.3980675,coffee
111,28,26,27.77363343,64.47858698,6.93735284,192.7121236,coffee
111,28,34,26.05549078,63.39624612,6.89793358,181.80209638,coffee
111,29,31,26.05968403,52.31098539,6.13628652,161.3432535,coffee
111,30,21,25.4498329,63.62494209,6.75862145,149.93209458,coffee
111,31,26,26.90813777,54.16695608,7.50048494,150.00378646,coffee
111,32,34,25.46743689,69.35161206,6.39204802,171.3764462,coffee
111,33,24,25.69603857,55.28876394,6.57277906,163.04358525,coffee
111,33,26,22.07713778,58.7742523,6.80263367,144.2946191,coffee
111,33,31,26.06325218,69.71698149,6.86603137,125.56826351,coffee
111,33,33,22.23806272,57.27455328,7.13583262,121.65060108,coffee
111,35,25,26.07232005,56.51852578,6.4565363,150.65031042,coffee
111,36,29,23.44377702,68.82386696,7.73200952,140.05955732,coffee
111,37,25,24.83912992,58.3819719,6.60260511,114.21426323,coffee
111,43,30,25.61269009,59.74993415,6.25926101,194.99777422,coffee
112,17,28,27.62975458,61.26002598,6.77741799,196.6492664,coffee
112,17,31,28.32333383,58.79918211,6.88753425,231.63209466,coffee
112,20,28,25.12595226,59.43188274,7.13780359,183.50654208,coffee
112,23,23,21.74265538,48.28587437,6.91229933,99.16417767,coffee
112,24,31,25.97867467,56.33321427,5.77692073,155.88296833,coffee
112,24,34,24.83642668,53.68176662,5.86868616,114.26444783,coffee
112,25,34,27.60513263,53.198074,7.66332145,173.62064516,coffee
112,27,37,22.79775322,60.53233632,6.1945068,79.69516154,coffee
112,29,32,25.74106319,61.704535,6.82836409,153.76873038,coffee
112,30,23,23.95552191,55.2616599,7.15560989,201.81874254,coffee
112,30,26,27.03148133,60.96836602,6.52763918,169.23845596,coffee
112,30,31,26.06563472,61.6458737,6.19176298,126.52252203,coffee
112,34,34,27.86891923,63.31327551,6.84155841,142.20515446,coffee
112,36,22,25.48563067,59.00747283,6.58745518,210.64730645,coffee
112,39,24,27.76917706,61.65866241,7.14820298,175.40471247,coffee
112,39,29,26.12492233,63.37479229,6.7265289,147.8035305,coffee
113,15,29,27.09617155,63.55324262,6.77923004,190.2440566,coffee
113,18,27,27.81134353,60.11831355,6.30301493,200.78948685,coffee
113,18,33,27.89087749,59.12077282,6.79129559,195.34688442,coffee
113,19,36,27.30390932,51.73432085,6.49300537,79.12820989,coffee
113,20,32,26.49105437,48.83685719,6.44171373,126.20914616,coffee
113,21,28,26.16993054,60.09978662,6.99984207,203.79956042,coffee
113,21,33,26.02241444,55.83288958,7.27742274,176.9020924,coffee
113,23,24,22.33419389,55.22903764,6.60752463,173.23216254,coffee
113,25,24,26.47960381,67.69377315,6.61014639,173.44565176,coffee
113,26,27,26.17161256,60.79446823,6.93436595,165.01945516,coffee
113,30,24,23.1320429,53.43445164,7.49712664,186.70928464,coffee
113,32,31,22.62415408,61.79320931,6.51987427,169.68758214,coffee
113,32,35,21.62624773,62.18663877,6.58216803,118.8180869,coffee
113,33,34,26.00373964,62.1445102,6.55981716,153.477776,coffee
113,35,33,22.6289232,46.11985954,5.71255618,171.25684107,coffee
113,36,24,24.16934506,65.71477096,6.54693444,155.51144299,coffee
114,11,33,26.29498803,64.92737314,7.27074972,206.16144127,coffee
114,18,31,25.42545284,63.09544433,6.41116705,203.30307032,coffee
114,19,29,25.41210945,58.12696431,7.24171408,184.87468664,coffee
114,20,26,25.55656667,62.67087838,7.27905689,193.5866233,coffee
114,22,27,23.47250569,54.1066543,6.19208536,232.30037772,coffee
114,22,33,25.18336084,65.90654892,6.76057368,142.69423116,coffee
114,22,38,24.31318871,63.43790854,7.38032654,83.94041774,coffee
114,26,33,24.99443345,52.68842556,5.58244804,165.1145855,coffee
114,27,28,24.99451759,57.93250202,7.16280236,192.8736822,coffee
114,28,24,26.70413593,67.25454112,7.25456609,237.24968216,coffee
114,29,29,25.64116136,51.43178252,5.92648799,168.3267073,coffee
114,30,30,25.89924587,53.27356892,6.91128948,120.20025958,coffee
114,33,33,24.356457,66.5690258,6.34647107,191.79835436,coffee
114,35,38,26.81407822,51.25719283,6.47208833,107.83730094,coffee
114,38,28,27.8713019,59.98886394,6.35325373,113.94975929,coffee
114,39,29,28.5797208,61.10530124,6.35490194,141.02186388,coffee
114,41,36,25.02116157,51.52920011,5.61119365,199.08802329,coffee
115,16,26,24.30302134,62.73131307,7.45941934,152.90449411,coffee
115,18,26,25.89916451,66.17524253,6.87339647,186.52958663,coffee
115,20,29,25.76451511,64.58803559,6.79356475,159.92260602,coffee
115,20,32,22.86975091,47.23267064,7.39107792,142.08847214,coffee
115,22,32,27.01023829,68.01744617,7.41856532,78.88056824,coffee
115,23,24,23.61565416,67.57074279,7.28649817,188.07437609,coffee
115,25,26,22.68096793,48.98316871,7.02992839,91.10632898,coffee
115,25,32,26.3479145,54.33126795,6.95885348,188.99165723,coffee
115,26,31,26.24812161,63.21013779,6.7987592,83.39665979,coffee
115,26,38,23.10015903,62.83909965,6.06457951,143.27146045,coffee
115,31,30,24.22984659,67.37768353,6.84092797,122.4073418,coffee
115,34,31,24.17889488,61.81048163,6.60051671,174.56435509,coffee
115,40,31,23.83135118,48.43874802,6.45238407,138.92410086,coffee
115,41,33,22.4373463,58.67931987,6.26219768,81.70385289,coffee
115,43,32,24.31306083,54.92522056,6.91660946,130.06320643,coffee
115,44,30,24.36372454,61.22251456,7.34976024,137.86013543,coffee
116,18,32,26.11188356,69.48260792,7.03011584,99.01382042,coffee
116,21,25,25.14351949,48.21043254,6.68011132,108.70318757,coffee
116,22,25,24.22333449,65.76684161,7.1232235,211.64368487,coffee
116,23,25,23.4123707,52.26994674,6.8697202,139.3670753,coffee
116,25,29,24.74409172,48.20849842,6.62782002,219.43527129,coffee
116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,coffee
116,31,29,27.0607707,60.47917933,6.82074821,104.31661862,coffee
116,34,27,24.63891933,60.81289517,7.43260878,122.94358373,coffee
116,34,28,28.26403391,55.47049126,5.94135761,122.63587526,coffee
116,35,38,29.43565077,65.37272779,5.73141285,132.27928544,coffee
116,36,25,27.57847581,58.52534263,6.1720902,156.6810374,coffee
116,38,26,27.353976,61.85227192,6.57988722,108.84416714,coffee
116,38,34,23.29250318,50.04557009,6.02094718,183.468585,coffee
116,39,28,24.82682027,67.88790436,6.30481129,127.85309521,coffee
116,40,33,24.91370487,54.15319242,7.04208949,129.5481144,coffee
117,16,32,24.8031171,67.21437927,7.29491781,157.13593657,coffee
117,17,30,26.40565622,53.81390835,6.37304728,115.19897876,coffee
117,21,38,22.36424436,47.93189794,7.07148039,175.36402031,coffee
117,23,31,25.55797839,51.27391251,6.66850087,208.94868399,coffee
117,25,27,27.00165403,52.58526076,7.32285219,175.65307934,coffee
117,25,31,27.49519495,53.50741375,6.49411754,233.23789489,coffee
117,26,30,27.92374437,67.96910852,7.07985092,115.2325531,coffee
117,27,27,21.97642034,49.06117435,6.38437639,105.28063854,coffee
117,28,31,24.77815405,61.52741198,6.79497749,230.58007327,coffee
117,29,34,25.16277132,51.39250267,7.17160737,98.26725002,coffee
117,32,34,26.2724184,52.12739421,6.75879255,127.1752928,coffee
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,coffee
117,34,26,25.5947945,57.79420378,7.24871779,114.21757232,coffee
117,37,22,28.59335558,55.13739951,6.54729606,169.60582572,coffee
117,37,29,26.27606321,61.86296311,6.58335952,120.25160363,coffee
117,37,32,23.1069385,67.06230539,6.78765892,162.5769606,coffee
117,37,32,27.97923982,63.10359005,7.19008966,105.68648543,coffee
118,18,32,27.6496114,51.11044023,6.35182378,122.8392822,coffee
118,19,37,25.67965534,64.50600483,6.8669241,138.2855411,coffee
118,20,36,23.35558558,66.56407733,6.95356117,79.162647,coffee
118,21,34,24.38534644,64.72543073,7.23425838,119.6324109,coffee
118,23,34,22.82323994,61.05685677,7.37268814,135.92875414,coffee
118,27,31,27.47428717,52.73534403,6.93888555,194.1434004,coffee
118,28,32,25.16684884,65.18890641,6.3186892,185.74568538,coffee
118,31,34,27.54823036,62.88179198,6.12379606,181.4170812,coffee
118,33,25,24.27312674,59.62072063,7.27458534,86.19194122,coffee
118,33,30,24.13179691,67.22512329,6.36260785,173.3228386,coffee
118,34,31,26.92715214,53.42522007,6.56335991,90.90346079,coffee
118,40,35,26.35034208,58.50650238,7.46017481,121.5586297,coffee
118,42,36,22.27822942,47.60702748,5.65746703,180.47512671,coffee
118,43,37,24.65269491,56.7518046,7.79495745,135.92401124,coffee
119,29,28,22.97722967,66.62050371,6.73449803,217.79429423,coffee
119,30,28,26.35770906,64.57578034,6.5052037,163.6269496,coffee
119,32,37,25.94551005,60.90617641,6.41062738,195.15823584,coffee
119,36,36,23.58533135,58.93688865,6.77331977,70.90698094,coffee
120,18,34,24.98031978,67.68651659,7.49799403,92.56008801,coffee
120,20,34,23.56960509,50.56339727,6.90612459,130.3797119,coffee
120,23,28,25.67324193,51.29043632,6.87779926,196.2736367,coffee
120,31,22,26.36240022,54.35317566,5.672242,113.57090892,coffee
120,31,31,24.84516654,56.70519422,6.76097773,123.43113978,coffee
120,35,38,26.3284411,61.41796514,6.98123368,106.55181379,coffee
120,37,28,22.94503931,63.78958041,6.77637737,178.15485531,coffee
120,37,29,22.82667705,70.23316302,6.25527811,163.33058178,coffee
120,39,29,27.97085105,55.22646695,5.83432296,174.66761636,coffee
120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,coffee
120,41,35,25.05365855,48.67027233,6.33476852,200.19599019,coffee
120,44,38,28.01145956,62.4015394,7.1360981,90.77833129,coffee
121,18,30,28.71143567,53.97753426,6.46261685,153.38244845,coffee
121,22,25,27.41872466,66.00937945,6.68135778,103.28534927,coffee
121,24,35,24.41477451,50.200915,6.66939775,174.74310517,coffee
121,35,31,25.26175438,69.05873205,6.53551908,218.23249732,coffee
121,38,28,25.1639308,53.56775722,7.19464938,114.5087174,coffee
122,24,32,25.7871838,65.90450095,6.9428664,87.02631764,coffee
122,26,32,27.90969296,62.03276087,6.24050314,143.06843104,coffee
122,33,29,27.33860606,60.73603639,5.75486253,191.50947397,coffee
95,50,20,22.41179378,84.92404633,7.68709365,43.79846276,cotton
95,51,14,24.44723129,85.2160042,7.65450282,54.16043705,cotton
96,37,16,23.73772731,74.41020459,7.38411279,102.31187889,cotton
96,38,19,21.17324861,79.87926708,7.59814546,131.47834911,cotton
96,38,25,20.64383824,83.70966522,7.34977728,43.62311419,cotton
96,41,13,24.31825419,83.38538396,7.44975107,82.00784654,cotton
97,38,14,22.82417792,85.82147735,8.04780727,114.97454566,cotton
97,41,17,24.17533727,85.7441832,6.27613576,99.96706638,cotton
97,45,23,24.10012822,86.61582395,5.79625299,41.90430778,cotton
97,47,18,23.77760079,78.73443927,7.78802709,74.86991042,cotton
97,48,17,23.92115892,75.55659381,6.85942569,37.76364913,cotton
97,52,23,21.28485655,79.56298867,7.18229343,69.84130108,cotton
98,36,23,22.01926953,73.9986198,7.12637059,98.31817121,cotton
98,38,26,25.07055921,74.14619388,5.60155102,120.83208444,cotton
98,47,13,25.01329071,79.63013778,6.89124535,79.1100394,cotton
99,33,16,23.39871334,78.38421692,7.8382695,108.13931661,cotton
99,33,20,23.58599657,79.33102262,5.68864351,90.47023506,cotton
99,36,24,22.7524738,86.14284069,7.79634941,89.14313067,cotton
99,38,22,22.28897032,80.55758164,7.76440878,43.55642483,cotton
99,41,18,22.18661146,81.23497018,7.61646789,111.5659931,cotton
99,48,13,22.09769974,75.21840273,8.0693655,40.96060794,cotton
99,49,18,23.95331853,86.18144354,5.9838254,60.24012274,cotton
99,55,25,21.58595651,80.52500686,7.40133389,89.36729856,cotton
100,37,23,21.83178595,87.83212164,7.29945155,50.89236022,cotton
100,40,16,21.96941899,85.82601486,7.6094773,137.6475199,cotton
100,40,20,22.45145981,76.25674874,7.43204374,86.84998693,cotton
100,41,22,22.4204752,84.55794703,7.31880216,93.46595573,cotton
100,44,14,22.79461456,82.21116503,6.84386666,88.98139913,cotton
100,46,16,24.37876948,79.37721665,6.85911489,81.77729257,cotton
100,46,18,24.18586246,76.04203958,6.43168951,69.08056728,cotton
100,46,21,23.19512362,82.02701128,6.56410048,46.8699209,cotton
100,47,24,25.73580656,83.74375932,6.25088977,96.06392405,cotton
100,48,17,23.7805123,83.03878838,7.82787782,66.26555904,cotton
100,52,19,23.45969093,82.44777468,7.90352867,93.50153555,cotton
100,53,22,24.66464295,77.00628037,6.59603664,114.21267837,cotton
101,33,16,21.23332226,82.83449614,7.26125815,43.17637672,cotton
101,35,13,22.50115531,77.69240587,7.17691392,135.62181852,cotton
101,37,18,22.92360984,82.68738535,7.63737841,92.91915074,cotton
101,37,23,22.38651595,76.25520128,6.98989387,91.96506477,cotton
101,37,23,23.78000952,81.24375822,6.00898757,113.39226269,cotton
101,39,19,21.3449436,79.75128723,7.69841088,87.35141848,cotton
101,40,21,23.74247861,88.59693575,7.47225025,65.5019962,cotton
101,41,19,23.98670491,81.2502943,7.15407883,110.39585386,cotton
101,46,21,21.97219906,81.77744181,7.74448004,82.31710074,cotton
101,48,19,24.71304344,76.68255652,6.65217838,90.12894939,cotton
101,51,17,24.077903,82.06266523,7.43869828,54.33574242,cotton
101,52,18,21.71266198,81.09986127,7.3501389,126.14696737,cotton
101,58,18,25.66891439,81.38103349,6.6521437,78.59595817,cotton
101,60,14,24.58733352,80.50315885,6.99468871,88.15975722,cotton
102,31,23,24.93379305,71.65385381,6.6943534,50.3531128,cotton
102,35,19,23.43724592,71.90891284,7.40915063,108.66302223,cotton
102,37,18,21.4411005,89.49678173,7.0392664,105.18023305,cotton
102,37,25,25.31468463,77.91757121,5.9079309,72.82902109,cotton
102,40,15,22.83546747,84.59311316,7.25896786,87.88379699,cotton
102,41,21,21.42718936,79.49282296,7.26531734,57.62758843,cotton
102,45,16,23.65629976,77.52425987,7.2942193,74.8984994,cotton
102,45,18,24.2665834,87.51601614,8.09537437,84.38247367,cotton
102,45,19,22.70498133,83.04548468,6.02446323,95.01177517,cotton
102,46,19,22.77076388,82.5993307,6.6310053,81.49543437,cotton
102,48,18,23.520695,83.27876202,7.48870472,123.19109642,cotton
102,49,21,24.69315538,84.84422454,6.25334366,89.799462,cotton
102,49,22,23.74717953,88.41070219,7.15185529,86.97961017,cotton
102,49,29,21.39029923,84.94537785,7.0474704,104.7176075,cotton
102,50,16,23.38924317,81.51378581,6.45982462,95.32968454,cotton
102,53,21,23.03814028,76.11021529,6.91367868,91.49697481,cotton
102,53,23,22.53199488,80.12752949,7.19943161,97.56165321,cotton
102,54,23,22.87333401,82.94931023,7.33380549,134.41335003,cotton
102,56,23,22.5745026,80.53768573,8.01111275,126.0147042,cotton
102,57,19,24.63083113,80.00963178,7.32032791,102.6964848,cotton
102,60,14,27.06402297,78.0799499,7.46379211,58.13544747,cotton
103,33,26,23.41355767,76.89815345,7.80538778,92.90683274,cotton
103,34,16,25.71487941,77.71741008,6.29579657,45.00236287,cotton
103,38,13,22.69737251,80.72844163,6.47103695,59.910314,cotton
103,40,24,27.13393595,72.27071272,6.601081,57.38471008,cotton
103,42,17,24.29470232,84.61527627,6.52754166,81.05902285,cotton
103,46,23,21.88247701,75.86109182,6.83850962,91.17750681,cotton
103,50,20,22.13605848,82.24091718,6.45424243,80.18257734,cotton
103,50,23,23.34174008,86.04865606,6.32665414,117.40904987,cotton
103,50,27,23.64505185,74.1770923,6.7364952,139.29425067,cotton
103,51,20,22.80213132,84.14668447,7.04660743,91.6389565,cotton
103,56,16,24.90142467,72.63057566,7.01884677,65.44839032,cotton
104,36,22,21.9520148,82.11005429,7.21519237,62.8508413,cotton
104,37,18,24.16511467,72.05170838,7.64329621,90.10050821,cotton
104,37,20,23.42954073,77.71051913,7.82062898,64.68538548,cotton
104,42,19,25.3823021,77.22226826,7.73054832,44.1763303,cotton
104,45,17,24.52162718,87.46178262,7.95650307,55.58124536,cotton
104,45,19,21.84716343,83.96397731,6.29169995,46.75048327,cotton
104,46,22,23.34464816,80.69979119,6.83592746,80.15298274,cotton
104,47,18,23.9656349,76.97696717,7.63343741,90.75616738,cotton
104,49,22,25.19191501,85.16729152,5.82713839,114.89529195,cotton
104,51,10,24.62236284,81.46855073,7.30653876,51.97686583,cotton
104,54,21,25.63291721,77.23556794,6.17895118,87.27252334,cotton
105,39,22,22.84770332,81.81692079,7.30190485,135.86547157,cotton
105,41,12,23.79943819,80.54328561,6.23902925,90.65451516,cotton
105,41,14,23.65447009,74.70658911,6.83277312,81.81364551,cotton
105,44,21,23.86248675,83.63663233,6.4760557,117.70952376,cotton
105,45,15,23.52266884,77.70960708,6.25706471,43.44079646,cotton
105,47,13,21.5288656,78.44320846,7.22570252,91.12009802,cotton
105,56,15,25.96779712,81.97904282,7.27231621,74.14169043,cotton
105,60,23,23.53371386,77.21705554,6.20765216,87.54004943,cotton
106,40,22,26.26972233,71.06580032,7.91441291,51.99658957,cotton
106,42,25,21.28370781,83.33925254,5.89884809,91.01169831,cotton
106,45,24,23.3609923,87.60164224,7.19080047,88.13598557,cotton
106,46,18,22.34079055,80.15416959,6.348039,73.06199322,cotton
106,46,20,23.43821725,78.63388824,6.20067198,81.15072105,cotton
106,47,20,25.12596596,85.60899049,7.04125758,33.26692493,cotton
106,49,24,23.03887865,76.47039772,6.98339557,90.64770699,cotton
106,53,24,22.61393167,77.06663518,6.90313062,137.62088812,cotton
106,57,18,23.96878576,79.40215507,7.38020901,93.83107981,cotton
106,63,12,24.53725664,75.62444743,7.03441315,69.65128226,cotton
107,33,24,23.94265781,74.48096989,5.98112524,66.2823429,cotton
107,36,15,22.10678523,76.89320902,6.2428897,75.78755014,cotton
107,36,21,25.29250148,75.66653335,6.20526353,62.64174227,cotton
107,37,14,21.46667098,79.0962501,7.54577254,18.00620812,cotton
107,39,23,24.79470101,77.99433793,5.8309893,103.48570656,cotton
